buildingCode,building,day,time,people
CPEH,Carolyn Pope Edwards Hall 321,M,09:30,300
CPEH,Carolyn Pope Edwards Hall 321,M,09:45,300
CPEH,Carolyn Pope Edwards Hall 321,M,10:00,312
CPEH,Carolyn Pope Edwards Hall 321,M,10:15,312
CPEH,Carolyn Pope Edwards Hall 321,M,10:30,418
CPEH,Carolyn Pope Edwards Hall 321,M,10:45,351
CPEH,Carolyn Pope Edwards Hall 321,M,11:00,351
CPEH,Carolyn Pope Edwards Hall 321,M,11:15,351
CPEH,Carolyn Pope Edwards Hall 321,M,11:30,371
CPEH,Carolyn Pope Edwards Hall 321,M,11:45,338
CPEH,Carolyn Pope Edwards Hall 321,M,12:00,338
CPEH,Carolyn Pope Edwards Hall 321,M,12:15,338
CPEH,Carolyn Pope Edwards Hall 321,M,12:30,114
CPEH,Carolyn Pope Edwards Hall 321,M,12:45,114
CPEH,Carolyn Pope Edwards Hall 321,M,13:00,135
CPEH,Carolyn Pope Edwards Hall 321,M,13:15,135
CPEH,Carolyn Pope Edwards Hall 321,M,13:30,318
CPEH,Carolyn Pope Edwards Hall 321,M,13:45,318
CPEH,Carolyn Pope Edwards Hall 321,M,14:00,374
CPEH,Carolyn Pope Edwards Hall 321,M,14:15,374
CPEH,Carolyn Pope Edwards Hall 321,M,14:30,138
CPEH,Carolyn Pope Edwards Hall 321,M,14:45,138
CPEH,Carolyn Pope Edwards Hall 321,M,15:00,170
CPEH,Carolyn Pope Edwards Hall 321,M,15:15,114
CPEH,Carolyn Pope Edwards Hall 321,M,15:30,68
CPEH,Carolyn Pope Edwards Hall 321,M,15:45,68
CPEH,Carolyn Pope Edwards Hall 321,M,16:00,47
CPEH,Carolyn Pope Edwards Hall 321,M,16:15,47
CPEH,Carolyn Pope Edwards Hall 321,M,16:30,169
CPEH,Carolyn Pope Edwards Hall 321,M,16:45,169
CPEH,Carolyn Pope Edwards Hall 321,M,17:00,183
CPEH,Carolyn Pope Edwards Hall 321,M,17:15,183
CPEH,Carolyn Pope Edwards Hall 321,M,17:30,168
CPEH,Carolyn Pope Edwards Hall 321,M,17:45,85
CPEH,Carolyn Pope Edwards Hall 321,M,18:00,60
CPEH,Carolyn Pope Edwards Hall 321,M,18:15,60
CPEH,Carolyn Pope Edwards Hall 321,M,18:30,21
CPEH,Carolyn Pope Edwards Hall 321,M,18:45,21
CPEH,Carolyn Pope Edwards Hall 321,M,19:00,21
CPEH,Carolyn Pope Edwards Hall 321,M,19:15,21
CPEH,Carolyn Pope Edwards Hall 321,M,19:30,21
CPEH,Carolyn Pope Edwards Hall 321,M,19:45,21
CPEH,Carolyn Pope Edwards Hall 321,M,20:00,7
CPEH,Carolyn Pope Edwards Hall 321,M,20:15,7
CPEH,Carolyn Pope Edwards Hall 321,M,20:30,7
CPEH,Carolyn Pope Edwards Hall 321,M,20:45,7
CPEH,Carolyn Pope Edwards Hall 321,T,09:30,264
CPEH,Carolyn Pope Edwards Hall 321,T,09:45,264
CPEH,Carolyn Pope Edwards Hall 321,T,10:00,264
CPEH,Carolyn Pope Edwards Hall 321,T,10:15,264
CPEH,Carolyn Pope Edwards Hall 321,T,10:30,264
CPEH,Carolyn Pope Edwards Hall 321,T,11:00,99
CPEH,Carolyn Pope Edwards Hall 321,T,11:15,99
CPEH,Carolyn Pope Edwards Hall 321,T,11:30,99
CPEH,Carolyn Pope Edwards Hall 321,T,11:45,99
CPEH,Carolyn Pope Edwards Hall 321,T,12:00,99
CPEH,Carolyn Pope Edwards Hall 321,T,12:30,144
CPEH,Carolyn Pope Edwards Hall 321,T,12:45,144
CPEH,Carolyn Pope Edwards Hall 321,T,13:00,151
CPEH,Carolyn Pope Edwards Hall 321,T,13:15,151
CPEH,Carolyn Pope Edwards Hall 321,T,13:30,151
CPEH,Carolyn Pope Edwards Hall 321,T,13:45,23
CPEH,Carolyn Pope Edwards Hall 321,T,14:00,185
CPEH,Carolyn Pope Edwards Hall 321,T,14:15,185
CPEH,Carolyn Pope Edwards Hall 321,T,14:30,185
CPEH,Carolyn Pope Edwards Hall 321,T,14:45,185
CPEH,Carolyn Pope Edwards Hall 321,T,15:00,185
CPEH,Carolyn Pope Edwards Hall 321,T,15:15,33
CPEH,Carolyn Pope Edwards Hall 321,T,15:30,83
CPEH,Carolyn Pope Edwards Hall 321,T,15:45,83
CPEH,Carolyn Pope Edwards Hall 321,T,16:00,79
CPEH,Carolyn Pope Edwards Hall 321,T,16:15,79
CPEH,Carolyn Pope Edwards Hall 321,T,16:30,79
CPEH,Carolyn Pope Edwards Hall 321,T,16:45,3
CPEH,Carolyn Pope Edwards Hall 321,T,17:00,57
CPEH,Carolyn Pope Edwards Hall 321,T,17:15,57
CPEH,Carolyn Pope Edwards Hall 321,T,17:30,57
CPEH,Carolyn Pope Edwards Hall 321,T,17:45,57
CPEH,Carolyn Pope Edwards Hall 321,T,18:00,57
CPEH,Carolyn Pope Edwards Hall 321,T,18:15,57
CPEH,Carolyn Pope Edwards Hall 321,T,18:30,57
CPEH,Carolyn Pope Edwards Hall 321,T,18:45,57
CPEH,Carolyn Pope Edwards Hall 321,T,19:00,72
CPEH,Carolyn Pope Edwards Hall 321,T,19:15,72
CPEH,Carolyn Pope Edwards Hall 321,T,19:30,72
CPEH,Carolyn Pope Edwards Hall 321,T,19:45,72
CPEH,Carolyn Pope Edwards Hall 321,T,20:00,18
CPEH,Carolyn Pope Edwards Hall 321,T,20:15,18
CPEH,Carolyn Pope Edwards Hall 321,T,20:30,18
CPEH,Carolyn Pope Edwards Hall 321,T,20:45,18
CPEH,Carolyn Pope Edwards Hall 321,T,21:00,14
CPEH,Carolyn Pope Edwards Hall 321,T,21:15,14
CPEH,Carolyn Pope Edwards Hall 321,W,09:30,300
CPEH,Carolyn Pope Edwards Hall 321,W,09:45,300
CPEH,Carolyn Pope Edwards Hall 321,W,10:00,312
CPEH,Carolyn Pope Edwards Hall 321,W,10:15,312
CPEH,Carolyn Pope Edwards Hall 321,W,10:30,418
CPEH,Carolyn Pope Edwards Hall 321,W,10:45,351
CPEH,Carolyn Pope Edwards Hall 321,W,11:00,386
CPEH,Carolyn Pope Edwards Hall 321,W,11:15,386
CPEH,Carolyn Pope Edwards Hall 321,W,11:30,418
CPEH,Carolyn Pope Edwards Hall 321,W,11:45,385
CPEH,Carolyn Pope Edwards Hall 321,W,12:00,385
CPEH,Carolyn Pope Edwards Hall 321,W,12:15,350
CPEH,Carolyn Pope Edwards Hall 321,W,12:30,91
CPEH,Carolyn Pope Edwards Hall 321,W,12:45,91
CPEH,Carolyn Pope Edwards Hall 321,W,13:00,91
CPEH,Carolyn Pope Edwards Hall 321,W,13:15,91
CPEH,Carolyn Pope Edwards Hall 321,W,13:30,274
CPEH,Carolyn Pope Edwards Hall 321,W,13:45,274
CPEH,Carolyn Pope Edwards Hall 321,W,14:00,330
CPEH,Carolyn Pope Edwards Hall 321,W,14:15,330
CPEH,Carolyn Pope Edwards Hall 321,W,14:30,97
CPEH,Carolyn Pope Edwards Hall 321,W,14:45,97
CPEH,Carolyn Pope Edwards Hall 321,W,15:00,97
CPEH,Carolyn Pope Edwards Hall 321,W,15:15,41
CPEH,Carolyn Pope Edwards Hall 321,W,15:30,18
CPEH,Carolyn Pope Edwards Hall 321,W,15:45,18
CPEH,Carolyn Pope Edwards Hall 321,W,16:00,18
CPEH,Carolyn Pope Edwards Hall 321,W,16:15,18
CPEH,Carolyn Pope Edwards Hall 321,W,16:30,101
CPEH,Carolyn Pope Edwards Hall 321,W,16:45,101
CPEH,Carolyn Pope Edwards Hall 321,W,17:00,101
CPEH,Carolyn Pope Edwards Hall 321,W,17:15,101
CPEH,Carolyn Pope Edwards Hall 321,W,17:30,83
CPEH,Carolyn Pope Edwards Hall 321,W,18:00,32
CPEH,Carolyn Pope Edwards Hall 321,W,18:15,32
CPEH,Carolyn Pope Edwards Hall 321,W,18:30,58
CPEH,Carolyn Pope Edwards Hall 321,W,18:45,58
CPEH,Carolyn Pope Edwards Hall 321,W,19:00,58
CPEH,Carolyn Pope Edwards Hall 321,W,19:15,58
CPEH,Carolyn Pope Edwards Hall 321,W,19:30,58
CPEH,Carolyn Pope Edwards Hall 321,W,19:45,26
CPEH,Carolyn Pope Edwards Hall 321,W,20:00,26
CPEH,Carolyn Pope Edwards Hall 321,W,20:15,26
CPEH,Carolyn Pope Edwards Hall 321,W,20:30,26
CPEH,Carolyn Pope Edwards Hall 321,W,20:45,26
CPEH,Carolyn Pope Edwards Hall 321,W,21:00,26
CPEH,Carolyn Pope Edwards Hall 321,W,21:15,26
CPEH,Carolyn Pope Edwards Hall 321,R,09:30,264
CPEH,Carolyn Pope Edwards Hall 321,R,09:45,264
CPEH,Carolyn Pope Edwards Hall 321,R,10:00,264
CPEH,Carolyn Pope Edwards Hall 321,R,10:15,264
CPEH,Carolyn Pope Edwards Hall 321,R,10:30,264
CPEH,Carolyn Pope Edwards Hall 321,R,11:00,99
CPEH,Carolyn Pope Edwards Hall 321,R,11:15,99
CPEH,Carolyn Pope Edwards Hall 321,R,11:30,99
CPEH,Carolyn Pope Edwards Hall 321,R,11:45,99
CPEH,Carolyn Pope Edwards Hall 321,R,12:00,99
CPEH,Carolyn Pope Edwards Hall 321,R,12:30,128
CPEH,Carolyn Pope Edwards Hall 321,R,12:45,128
CPEH,Carolyn Pope Edwards Hall 321,R,13:00,128
CPEH,Carolyn Pope Edwards Hall 321,R,13:15,128
CPEH,Carolyn Pope Edwards Hall 321,R,13:30,135
CPEH,Carolyn Pope Edwards Hall 321,R,13:45,7
CPEH,Carolyn Pope Edwards Hall 321,R,14:00,153
CPEH,Carolyn Pope Edwards Hall 321,R,14:15,153
CPEH,Carolyn Pope Edwards Hall 321,R,14:30,153
CPEH,Carolyn Pope Edwards Hall 321,R,14:45,153
CPEH,Carolyn Pope Edwards Hall 321,R,15:00,146
CPEH,Carolyn Pope Edwards Hall 321,R,15:15,10
CPEH,Carolyn Pope Edwards Hall 321,R,15:30,76
CPEH,Carolyn Pope Edwards Hall 321,R,15:45,76
CPEH,Carolyn Pope Edwards Hall 321,R,16:00,76
CPEH,Carolyn Pope Edwards Hall 321,R,16:15,76
CPEH,Carolyn Pope Edwards Hall 321,R,16:30,132
CPEH,Carolyn Pope Edwards Hall 321,R,16:45,56
CPEH,Carolyn Pope Edwards Hall 321,R,17:00,93
CPEH,Carolyn Pope Edwards Hall 321,R,17:15,93
CPEH,Carolyn Pope Edwards Hall 321,R,17:30,93
CPEH,Carolyn Pope Edwards Hall 321,R,17:45,93
CPEH,Carolyn Pope Edwards Hall 321,R,18:00,130
CPEH,Carolyn Pope Edwards Hall 321,R,18:15,130
CPEH,Carolyn Pope Edwards Hall 321,R,18:30,130
CPEH,Carolyn Pope Edwards Hall 321,R,18:45,130
CPEH,Carolyn Pope Edwards Hall 321,R,19:00,130
CPEH,Carolyn Pope Edwards Hall 321,R,19:15,130
CPEH,Carolyn Pope Edwards Hall 321,R,19:30,100
CPEH,Carolyn Pope Edwards Hall 321,R,19:45,100
CPEH,Carolyn Pope Edwards Hall 321,R,20:00,26
CPEH,Carolyn Pope Edwards Hall 321,R,20:15,26
CPEH,Carolyn Pope Edwards Hall 321,R,20:30,26
CPEH,Carolyn Pope Edwards Hall 321,R,20:45,26
CPEH,Carolyn Pope Edwards Hall 321,R,21:00,26
CPEH,Carolyn Pope Edwards Hall 321,R,21:15,26
CPEH,Carolyn Pope Edwards Hall 321,R,21:30,26
CPEH,Carolyn Pope Edwards Hall 321,R,21:45,26
CPEH,Carolyn Pope Edwards Hall 321,F,09:30,163
CPEH,Carolyn Pope Edwards Hall 321,F,09:45,163
CPEH,Carolyn Pope Edwards Hall 321,F,10:00,163
CPEH,Carolyn Pope Edwards Hall 321,F,10:15,163
CPEH,Carolyn Pope Edwards Hall 321,F,10:30,306
CPEH,Carolyn Pope Edwards Hall 321,F,10:45,306
CPEH,Carolyn Pope Edwards Hall 321,F,11:00,306
CPEH,Carolyn Pope Edwards Hall 321,F,11:15,306
CPEH,Carolyn Pope Edwards Hall 321,F,11:30,264
CPEH,Carolyn Pope Edwards Hall 321,F,11:45,264
CPEH,Carolyn Pope Edwards Hall 321,F,12:00,264
CPEH,Carolyn Pope Edwards Hall 321,F,12:15,264
CPEH,Carolyn Pope Edwards Hall 321,F,12:30,68
CPEH,Carolyn Pope Edwards Hall 321,F,12:45,68
CPEH,Carolyn Pope Edwards Hall 321,F,13:00,68
CPEH,Carolyn Pope Edwards Hall 321,F,13:15,68
CPEH,Carolyn Pope Edwards Hall 321,F,13:30,209
CPEH,Carolyn Pope Edwards Hall 321,F,13:45,209
CPEH,Carolyn Pope Edwards Hall 321,F,14:00,209
CPEH,Carolyn Pope Edwards Hall 321,F,14:15,209
KEIM,Keim Hall 262,M,16:00,7
KEIM,Keim Hall 262,M,16:15,7
KEIM,Keim Hall 262,M,16:30,7
KEIM,Keim Hall 262,M,16:45,7
KEIM,Keim Hall 262,M,17:00,7
KEIM,Keim Hall 262,T,09:30,21
KEIM,Keim Hall 262,T,09:45,21
KEIM,Keim Hall 262,T,10:00,21
KEIM,Keim Hall 262,T,10:15,21
KEIM,Keim Hall 262,T,10:30,21
KEIM,Keim Hall 262,W,09:00,5
KEIM,Keim Hall 262,W,09:15,5
KEIM,Keim Hall 262,W,09:30,5
KEIM,Keim Hall 262,W,09:45,5
KEIM,Keim Hall 262,W,16:00,10
KEIM,Keim Hall 262,W,16:15,10
KEIM,Keim Hall 262,W,16:30,10
KEIM,Keim Hall 262,W,16:45,10
KEIM,Keim Hall 262,R,09:30,21
KEIM,Keim Hall 262,R,09:45,21
KEIM,Keim Hall 262,R,10:00,21
KEIM,Keim Hall 262,R,10:15,21
KEIM,Keim Hall 262,R,10:30,21
WMB,Westbrook Music Arranged,M,08:30,88
WMB,Westbrook Music Arranged,M,08:45,88
WMB,Westbrook Music Arranged,M,09:00,88
WMB,Westbrook Music Arranged,M,09:15,88
WMB,Westbrook Music Arranged,M,09:30,74
WMB,Westbrook Music Arranged,M,09:45,74
WMB,Westbrook Music Arranged,M,10:00,74
WMB,Westbrook Music Arranged,M,10:15,74
WMB,Westbrook Music Arranged,M,10:30,162
WMB,Westbrook Music Arranged,M,10:45,162
WMB,Westbrook Music Arranged,M,11:00,162
WMB,Westbrook Music Arranged,M,11:15,162
WMB,Westbrook Music Arranged,M,11:30,66
WMB,Westbrook Music Arranged,M,11:45,66
WMB,Westbrook Music Arranged,M,12:00,66
WMB,Westbrook Music Arranged,M,12:15,66
WMB,Westbrook Music Arranged,M,12:30,87
WMB,Westbrook Music Arranged,M,12:45,87
WMB,Westbrook Music Arranged,M,13:00,87
WMB,Westbrook Music Arranged,M,13:15,87
WMB,Westbrook Music Arranged,M,13:30,324
WMB,Westbrook Music Arranged,M,13:45,324
WMB,Westbrook Music Arranged,M,14:00,324
WMB,Westbrook Music Arranged,M,14:15,324
WMB,Westbrook Music Arranged,M,14:30,324
WMB,Westbrook Music Arranged,M,14:45,324
WMB,Westbrook Music Arranged,M,15:30,272
WMB,Westbrook Music Arranged,M,15:45,272
WMB,Westbrook Music Arranged,M,16:00,272
WMB,Westbrook Music Arranged,M,16:15,272
WMB,Westbrook Music Arranged,M,16:30,172
WMB,Westbrook Music Arranged,M,16:45,172
WMB,Westbrook Music Arranged,M,17:00,76
WMB,Westbrook Music Arranged,M,17:15,76
WMB,Westbrook Music Arranged,M,17:30,86
WMB,Westbrook Music Arranged,M,17:45,60
WMB,Westbrook Music Arranged,M,18:00,60
WMB,Westbrook Music Arranged,M,18:15,60
WMB,Westbrook Music Arranged,M,18:30,14
WMB,Westbrook Music Arranged,M,18:45,14
WMB,Westbrook Music Arranged,M,19:00,14
WMB,Westbrook Music Arranged,M,19:15,14
WMB,Westbrook Music Arranged,M,19:30,14
WMB,Westbrook Music Arranged,M,19:45,14
WMB,Westbrook Music Arranged,M,20:00,14
WMB,Westbrook Music Arranged,M,20:15,14
WMB,Westbrook Music Arranged,M,20:30,14
WMB,Westbrook Music Arranged,T,08:30,15
WMB,Westbrook Music Arranged,T,08:45,15
WMB,Westbrook Music Arranged,T,09:00,15
WMB,Westbrook Music Arranged,T,09:15,15
WMB,Westbrook Music Arranged,T,09:30,59
WMB,Westbrook Music Arranged,T,09:45,59
WMB,Westbrook Music Arranged,T,10:00,59
WMB,Westbrook Music Arranged,T,10:15,59
WMB,Westbrook Music Arranged,T,11:00,96
WMB,Westbrook Music Arranged,T,11:15,96
WMB,Westbrook Music Arranged,T,11:30,96
WMB,Westbrook Music Arranged,T,11:45,96
WMB,Westbrook Music Arranged,T,12:00,47
WMB,Westbrook Music Arranged,T,12:30,115
WMB,Westbrook Music Arranged,T,12:45,115
WMB,Westbrook Music Arranged,T,13:00,115
WMB,Westbrook Music Arranged,T,13:15,115
WMB,Westbrook Music Arranged,T,13:30,101
WMB,Westbrook Music Arranged,T,14:00,832
WMB,Westbrook Music Arranged,T,14:15,832
WMB,Westbrook Music Arranged,T,14:30,832
WMB,Westbrook Music Arranged,T,14:45,832
WMB,Westbrook Music Arranged,T,15:30,268
WMB,Westbrook Music Arranged,T,15:45,268
WMB,Westbrook Music Arranged,T,16:00,268
WMB,Westbrook Music Arranged,T,16:15,268
WMB,Westbrook Music Arranged,T,16:30,148
WMB,Westbrook Music Arranged,T,16:45,64
WMB,Westbrook Music Arranged,T,17:00,129
WMB,Westbrook Music Arranged,T,17:15,129
WMB,Westbrook Music Arranged,T,17:30,129
WMB,Westbrook Music Arranged,T,17:45,129
WMB,Westbrook Music Arranged,T,18:00,115
WMB,Westbrook Music Arranged,T,18:15,115
WMB,Westbrook Music Arranged,T,18:30,225
WMB,Westbrook Music Arranged,T,18:45,225
WMB,Westbrook Music Arranged,T,19:00,319
WMB,Westbrook Music Arranged,T,19:15,319
WMB,Westbrook Music Arranged,T,19:30,319
WMB,Westbrook Music Arranged,T,19:45,319
WMB,Westbrook Music Arranged,T,20:00,319
WMB,Westbrook Music Arranged,T,20:15,319
WMB,Westbrook Music Arranged,T,20:30,94
WMB,Westbrook Music Arranged,T,20:45,94
WMB,Westbrook Music Arranged,W,08:30,88
WMB,Westbrook Music Arranged,W,08:45,88
WMB,Westbrook Music Arranged,W,09:00,88
WMB,Westbrook Music Arranged,W,09:15,88
WMB,Westbrook Music Arranged,W,09:30,74
WMB,Westbrook Music Arranged,W,09:45,74
WMB,Westbrook Music Arranged,W,10:00,74
WMB,Westbrook Music Arranged,W,10:15,74
WMB,Westbrook Music Arranged,W,10:30,162
WMB,Westbrook Music Arranged,W,10:45,162
WMB,Westbrook Music Arranged,W,11:00,162
WMB,Westbrook Music Arranged,W,11:15,162
WMB,Westbrook Music Arranged,W,11:30,66
WMB,Westbrook Music Arranged,W,11:45,66
WMB,Westbrook Music Arranged,W,12:00,66
WMB,Westbrook Music Arranged,W,12:15,66
WMB,Westbrook Music Arranged,W,12:30,87
WMB,Westbrook Music Arranged,W,12:45,87
WMB,Westbrook Music Arranged,W,13:00,87
WMB,Westbrook Music Arranged,W,13:15,87
WMB,Westbrook Music Arranged,W,13:30,327
WMB,Westbrook Music Arranged,W,13:45,327
WMB,Westbrook Music Arranged,W,14:00,327
WMB,Westbrook Music Arranged,W,14:15,327
WMB,Westbrook Music Arranged,W,14:30,327
WMB,Westbrook Music Arranged,W,14:45,327
WMB,Westbrook Music Arranged,W,15:00,3
WMB,Westbrook Music Arranged,W,15:15,3
WMB,Westbrook Music Arranged,W,15:30,272
WMB,Westbrook Music Arranged,W,15:45,272
WMB,Westbrook Music Arranged,W,16:00,272
WMB,Westbrook Music Arranged,W,16:15,272
WMB,Westbrook Music Arranged,W,16:30,172
WMB,Westbrook Music Arranged,W,16:45,172
WMB,Westbrook Music Arranged,W,17:00,82
WMB,Westbrook Music Arranged,W,17:15,82
WMB,Westbrook Music Arranged,W,17:30,138
WMB,Westbrook Music Arranged,W,17:45,112
WMB,Westbrook Music Arranged,W,18:00,106
WMB,Westbrook Music Arranged,W,18:15,106
WMB,Westbrook Music Arranged,W,18:30,46
WMB,Westbrook Music Arranged,W,18:45,46
WMB,Westbrook Music Arranged,W,19:30,40
WMB,Westbrook Music Arranged,W,19:45,40
WMB,Westbrook Music Arranged,W,20:00,40
WMB,Westbrook Music Arranged,W,20:15,40
WMB,Westbrook Music Arranged,W,20:30,40
WMB,Westbrook Music Arranged,W,20:45,40
WMB,Westbrook Music Arranged,W,21:00,40
WMB,Westbrook Music Arranged,W,21:15,40
WMB,Westbrook Music Arranged,R,08:30,15
WMB,Westbrook Music Arranged,R,08:45,15
WMB,Westbrook Music Arranged,R,09:00,15
WMB,Westbrook Music Arranged,R,09:15,15
WMB,Westbrook Music Arranged,R,09:30,59
WMB,Westbrook Music Arranged,R,09:45,59
WMB,Westbrook Music Arranged,R,10:00,59
WMB,Westbrook Music Arranged,R,10:15,59
WMB,Westbrook Music Arranged,R,11:00,96
WMB,Westbrook Music Arranged,R,11:15,96
WMB,Westbrook Music Arranged,R,11:30,96
WMB,Westbrook Music Arranged,R,11:45,96
WMB,Westbrook Music Arranged,R,12:00,47
WMB,Westbrook Music Arranged,R,12:30,115
WMB,Westbrook Music Arranged,R,12:45,115
WMB,Westbrook Music Arranged,R,13:00,115
WMB,Westbrook Music Arranged,R,13:15,115
WMB,Westbrook Music Arranged,R,13:30,101
WMB,Westbrook Music Arranged,R,14:00,233
WMB,Westbrook Music Arranged,R,14:15,233
WMB,Westbrook Music Arranged,R,14:30,233
WMB,Westbrook Music Arranged,R,14:45,233
WMB,Westbrook Music Arranged,R,15:30,298
WMB,Westbrook Music Arranged,R,15:45,298
WMB,Westbrook Music Arranged,R,16:00,298
WMB,Westbrook Music Arranged,R,16:15,298
WMB,Westbrook Music Arranged,R,16:30,148
WMB,Westbrook Music Arranged,R,16:45,64
WMB,Westbrook Music Arranged,R,17:00,205
WMB,Westbrook Music Arranged,R,17:15,205
WMB,Westbrook Music Arranged,R,17:30,205
WMB,Westbrook Music Arranged,R,17:45,205
WMB,Westbrook Music Arranged,R,18:00,205
WMB,Westbrook Music Arranged,R,18:15,205
WMB,Westbrook Music Arranged,R,18:30,84
WMB,Westbrook Music Arranged,R,18:45,84
WMB,Westbrook Music Arranged,R,19:00,210
WMB,Westbrook Music Arranged,R,19:15,210
WMB,Westbrook Music Arranged,R,19:30,210
WMB,Westbrook Music Arranged,R,19:45,210
WMB,Westbrook Music Arranged,R,20:00,210
WMB,Westbrook Music Arranged,R,20:15,210
WMB,Westbrook Music Arranged,R,20:30,126
WMB,Westbrook Music Arranged,R,20:45,126
WMB,Westbrook Music Arranged,F,08:30,70
WMB,Westbrook Music Arranged,F,08:45,70
WMB,Westbrook Music Arranged,F,09:00,70
WMB,Westbrook Music Arranged,F,09:15,70
WMB,Westbrook Music Arranged,F,09:30,59
WMB,Westbrook Music Arranged,F,09:45,59
WMB,Westbrook Music Arranged,F,10:00,59
WMB,Westbrook Music Arranged,F,10:15,59
WMB,Westbrook Music Arranged,F,10:30,162
WMB,Westbrook Music Arranged,F,10:45,162
WMB,Westbrook Music Arranged,F,11:00,162
WMB,Westbrook Music Arranged,F,11:15,162
WMB,Westbrook Music Arranged,F,11:30,66
WMB,Westbrook Music Arranged,F,11:45,66
WMB,Westbrook Music Arranged,F,12:00,66
WMB,Westbrook Music Arranged,F,12:15,66
WMB,Westbrook Music Arranged,F,12:30,72
WMB,Westbrook Music Arranged,F,12:45,72
WMB,Westbrook Music Arranged,F,13:00,72
WMB,Westbrook Music Arranged,F,13:15,72
WMB,Westbrook Music Arranged,F,13:30,324
WMB,Westbrook Music Arranged,F,13:45,324
WMB,Westbrook Music Arranged,F,14:00,324
WMB,Westbrook Music Arranged,F,14:15,324
WMB,Westbrook Music Arranged,F,14:30,324
WMB,Westbrook Music Arranged,F,14:45,324
WMB,Westbrook Music Arranged,F,15:30,272
WMB,Westbrook Music Arranged,F,15:45,272
WMB,Westbrook Music Arranged,F,16:00,272
WMB,Westbrook Music Arranged,F,16:15,272
WMB,Westbrook Music Arranged,F,16:30,146
WMB,Westbrook Music Arranged,F,16:45,146
WMB,Westbrook Music Arranged,F,17:00,50
WMB,Westbrook Music Arranged,F,17:15,50
WMB,Westbrook Music Arranged,F,17:30,50
WMB,Westbrook Music Arranged,F,17:45,50
WMB,Westbrook Music Arranged,F,18:00,50
WMB,Westbrook Music Arranged,F,18:15,50
KH,Kiewit Hall A253,M,09:00,74
KH,Kiewit Hall A253,M,09:15,74
KH,Kiewit Hall A253,M,09:30,492
KH,Kiewit Hall A253,M,09:45,492
KH,Kiewit Hall A253,M,10:00,492
KH,Kiewit Hall A253,M,10:15,418
KH,Kiewit Hall A253,M,10:30,593
KH,Kiewit Hall A253,M,10:45,593
KH,Kiewit Hall A253,M,11:00,593
KH,Kiewit Hall A253,M,11:15,593
KH,Kiewit Hall A253,M,11:30,480
KH,Kiewit Hall A253,M,11:45,238
KH,Kiewit Hall A253,M,12:00,334
KH,Kiewit Hall A253,M,12:15,334
KH,Kiewit Hall A253,M,12:30,442
KH,Kiewit Hall A253,M,12:45,442
KH,Kiewit Hall A253,M,13:00,442
KH,Kiewit Hall A253,M,13:15,346
KH,Kiewit Hall A253,M,13:30,569
KH,Kiewit Hall A253,M,13:45,545
KH,Kiewit Hall A253,M,14:00,545
KH,Kiewit Hall A253,M,14:15,545
KH,Kiewit Hall A253,M,14:30,173
KH,Kiewit Hall A253,M,14:45,32
KH,Kiewit Hall A253,M,15:00,148
KH,Kiewit Hall A253,M,15:15,148
KH,Kiewit Hall A253,M,15:30,172
KH,Kiewit Hall A253,M,15:45,172
KH,Kiewit Hall A253,M,16:00,172
KH,Kiewit Hall A253,M,16:15,56
KH,Kiewit Hall A253,M,16:30,52
KH,Kiewit Hall A253,M,16:45,52
KH,Kiewit Hall A253,M,17:00,28
KH,Kiewit Hall A253,M,17:15,28
KH,Kiewit Hall A253,M,17:30,28
KH,Kiewit Hall A253,M,18:00,34
KH,Kiewit Hall A253,M,18:15,34
KH,Kiewit Hall A253,M,18:30,34
KH,Kiewit Hall A253,M,18:45,34
KH,Kiewit Hall A253,M,19:00,34
KH,Kiewit Hall A253,M,19:15,34
KH,Kiewit Hall A253,T,08:00,43
KH,Kiewit Hall A253,T,08:15,43
KH,Kiewit Hall A253,T,08:30,72
KH,Kiewit Hall A253,T,08:45,72
KH,Kiewit Hall A253,T,09:00,222
KH,Kiewit Hall A253,T,09:15,179
KH,Kiewit Hall A253,T,09:30,512
KH,Kiewit Hall A253,T,09:45,512
KH,Kiewit Hall A253,T,10:00,512
KH,Kiewit Hall A253,T,10:15,470
KH,Kiewit Hall A253,T,10:30,366
KH,Kiewit Hall A253,T,10:45,122
KH,Kiewit Hall A253,T,11:00,490
KH,Kiewit Hall A253,T,11:15,490
KH,Kiewit Hall A253,T,11:30,478
KH,Kiewit Hall A253,T,11:45,476
KH,Kiewit Hall A253,T,12:00,376
KH,Kiewit Hall A253,T,12:15,8
KH,Kiewit Hall A253,T,12:30,370
KH,Kiewit Hall A253,T,12:45,370
KH,Kiewit Hall A253,T,13:00,370
KH,Kiewit Hall A253,T,13:15,362
KH,Kiewit Hall A253,T,13:30,420
KH,Kiewit Hall A253,T,13:45,58
KH,Kiewit Hall A253,T,14:00,305
KH,Kiewit Hall A253,T,14:15,305
KH,Kiewit Hall A253,T,14:30,354
KH,Kiewit Hall A253,T,14:45,298
KH,Kiewit Hall A253,T,15:00,316
KH,Kiewit Hall A253,T,15:15,98
KH,Kiewit Hall A253,T,15:30,268
KH,Kiewit Hall A253,T,15:45,268
KH,Kiewit Hall A253,T,16:00,268
KH,Kiewit Hall A253,T,16:15,262
KH,Kiewit Hall A253,T,16:30,293
KH,Kiewit Hall A253,T,16:45,136
